FEEDBACK_ID,EMPLOYEE_ID,PROJECT_NAME,CLIENT_NAME,REVIEWER_NAME,REVIEWER_ROLE,FEEDBACK_DATE,FEEDBACK_TYPE,OVERALL_RATING,TECHNICAL_RATING,COMMUNICATION_RATING,TEAMWORK_RATING,DELIVERY_RATING,STRENGTHS,AREAS_OF_IMPROVEMENT,RECOMMENDATION,FEEDBACK_CYCLE,CREATED_AT,REMARK
252,1373,POC Development,MediaStream,Anita Pillai,HR Business Partner,2025-12-04,Mid-Year Review,4.2,4.7,4.0,4.2,3.2,Proactive and self-driven with great initiative,Needs to improve estimation accuracy,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Outstanding performer, consistently exceeds expectations and drives innovation in the team"
256,1159,Snowflake Migration,CloudScale,Kavitha Rao,Scrum Master,2025-12-28,Quarterly Review,4.8,2.7,3.3,3.5,5.0,Great team player with collaborative approach,Time management could be improved,Recommend,Q3 2025,2026-03-20 07:00:05.507,"Demonstrates strong leadership qualities, proactively identifies risks and mitigates them early"
258,1159,Security Audit,HealthTech Solutions,Anita Pillai,HR Business Partner,2025-10-09,Client Feedback,4.8,3.3,3.0,4.2,4.9,Proactive and self-driven with great initiative,Needs to upskill on newer technologies,Needs Improvement,Q3 2025,2026-03-20 07:00:05.507,"Highly reliable and detail-oriented, delivers production-quality code with minimal reviews needed"
260,1370,API Integration,RetailMax,Manoj Gupta,Engineering Manager,2025-09-03,Mid-Year Review,4.4,4.4,4.5,4.5,4.6,Strong leadership and mentoring capabilities,Presentation skills need enhancement,Recommend with Reservations,Q1 2026,2026-03-20 07:00:05.507,"Impressive domain expertise, consistently shares knowledge and creates reusable artifacts"
270,1211,Data Governance Setup,DataFirst LLC,Vikash Mehta,Senior Architect,2025-02-17,Project Completion,4.5,5.0,3.2,3.4,4.7,Great team player with collaborative approach,Could be more proactive in knowledge sharing,Needs Improvement,Q1 2026,2026-03-20 07:00:05.507,"Demonstrates strong leadership qualities, proactively identifies risks and mitigates them early"
178,1509,API Integration,TechNova Inc,Manoj Gupta,Engineering Manager,2024-12-25,Client Feedback,4.2,3.6,3.9,4.2,4.8,Consistent delivery and attention to detail,Could take on more leadership responsibilities,Recommend with Reservations,Q4 2025,2026-03-20 07:00:05.507,"Trusted by clients for technical guidance, often requested by name for follow-up engagements"
180,1114,POC Development,InsurePro,Manoj Gupta,Engineering Manager,2026-01-12,Annual Appraisal,4.6,3.1,4.2,3.9,5.0,Quick learner with adaptable mindset,Needs to improve documentation practices,Recommend,Q2 2025,2026-03-20 07:00:05.507,Versatile resource who adapts quickly to new technologies and project contexts without ramp-up delays
190,1055,API Integration,DataFirst LLC,Anita Pillai,HR Business Partner,2026-02-28,Annual Appraisal,4.9,3.3,2.8,3.2,3.8,Strong technical skills and problem-solving ability,Needs to upskill on newer technologies,Needs Improvement,Q1 2025,2026-03-20 07:00:05.507,"Impressive domain expertise, consistently shares knowledge and creates reusable artifacts"
192,1055,ML Pipeline,MediaStream,Arun Nair,Client Manager,2025-12-05,Client Feedback,4.2,3.2,3.1,4.3,5.0,Consistent delivery and attention to detail,Could be more proactive in knowledge sharing,Recommend,Q2 2025,2026-03-20 07:00:05.507,"Trusted by clients for technical guidance, often requested by name for follow-up engagements"
193,1191,Data Lake Build,HealthTech Solutions,Manoj Gupta,Engineering Manager,2025-03-29,Mid-Year Review,4.5,2.5,2.7,2.5,2.7,Consistent delivery and attention to detail,Presentation skills need enhancement,Recommend with Reservations,Q1 2025,2026-03-20 07:00:05.507,"Demonstrates exceptional ownership and accountability, treats every deliverable as a reflection of the team"
196,1390,Reporting Automation,DataFirst LLC,Manoj Gupta,Engineering Manager,2026-01-01,Peer Review,4.5,3.8,2.9,4.5,3.5,Proactive and self-driven with great initiative,Should focus on cross-functional collaboration,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Outstanding performer, consistently exceeds expectations and drives innovation in the team"
26,1090,Data Warehouse Redesign,Acme Corp,Deepa Iyer,Team Lead,2025-07-27,Peer Review,4.6,2.5,2.8,5.0,4.6,Strong leadership and mentoring capabilities,Time management could be improved,Strongly Recommend,Q1 2026,2026-03-20 07:00:05.507,Versatile resource who adapts quickly to new technologies and project contexts without ramp-up delays
35,1090,Security Audit,TechNova Inc,Sanjay Reddy,Practice Head,2025-11-13,Quarterly Review,5.0,4.3,2.5,3.2,4.5,Consistent delivery and attention to detail,Needs to improve estimation accuracy,Needs Improvement,Q1 2025,2026-03-20 07:00:05.507,"Brings positive energy to the team, fosters collaboration and healthy team dynamics"
113,1231,Data Lake Build,EnergyOne,Kavitha Rao,Scrum Master,2025-04-24,Mid-Year Review,4.5,4.1,4.2,3.3,2.9,Strong leadership and mentoring capabilities,Should focus on cross-functional collaboration,Recommend,Q1 2026,2026-03-20 07:00:05.507,"Excellent communicator with strong client rapport, always keeps stakeholders well-informed"
360,1290,Cloud Migration,CloudScale,Vikash Mehta,Senior Architect,2026-03-04,Project Completion,4.4,3.1,4.6,4.4,3.1,Great team player with collaborative approach,Needs to improve documentation practices,Recommend with Reservations,Q1 2026,2026-03-20 07:00:05.507,"Trusted by clients for technical guidance, often requested by name for follow-up engagements"
362,1272,Data Lake Build,Acme Corp,Vikash Mehta,Senior Architect,2026-01-23,Peer Review,4.8,5.0,3.1,5.0,3.5,Consistent delivery and attention to detail,Could be more proactive in knowledge sharing,Recommend,Q2 2025,2026-03-20 07:00:05.507,Versatile resource who adapts quickly to new technologies and project contexts without ramp-up delays
365,1272,ML Pipeline,Acme Corp,Rajiv Kapoor,Delivery Manager,2025-01-10,Mid-Year Review,4.2,2.7,2.5,4.6,3.6,Strong leadership and mentoring capabilities,Needs to improve estimation accuracy,Recommend,Q1 2026,2026-03-20 07:00:05.507,"Excellent communicator with strong client rapport, always keeps stakeholders well-informed"
370,1314,Snowflake Migration,CloudScale,Sunita Desai,Tech Lead,2025-04-14,Project Completion,4.8,4.6,4.2,3.5,2.5,Great team player with collaborative approach,Could take on more leadership responsibilities,Recommend with Reservations,Q1 2026,2026-03-20 07:00:05.507,"Highly reliable and detail-oriented, delivers production-quality code with minimal reviews needed"
371,1314,ETL Modernization,TechNova Inc,Anita Pillai,HR Business Partner,2024-12-02,Peer Review,4.7,3.5,3.4,4.6,4.1,Consistent delivery and attention to detail,Could be more proactive in knowledge sharing,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Brings positive energy to the team, fosters collaboration and healthy team dynamics"
372,1314,ML Pipeline,FinServ Global,Manoj Gupta,Engineering Manager,2025-08-15,Peer Review,4.9,2.5,3.4,4.8,4.8,Strong technical skills and problem-solving ability,Presentation skills need enhancement,Strongly Recommend,Q4 2025,2026-03-20 07:00:05.507,"Impressive domain expertise, consistently shares knowledge and creates reusable artifacts"
373,1314,ML Pipeline,Acme Corp,Arun Nair,Client Manager,2025-10-19,Client Feedback,4.7,3.5,4.1,3.9,3.6,Strong technical skills and problem-solving ability,Presentation skills need enhancement,Recommend,Q3 2025,2026-03-20 07:00:05.507,"Strong advocate for best practices and code quality, raises the bar for the entire project"
376,1449,POC Development,EnergyOne,Vikash Mehta,Senior Architect,2025-04-25,Peer Review,5.0,3.1,3.2,4.7,4.7,Great team player with collaborative approach,Time management could be improved,Strongly Recommend,Q2 2025,2026-03-20 07:00:05.507,Versatile resource who adapts quickly to new technologies and project contexts without ramp-up delays
379,1442,Real-time Analytics,HealthTech Solutions,Vikash Mehta,Senior Architect,2025-12-06,Mid-Year Review,4.6,4.2,3.2,4.9,4.1,Great team player with collaborative approach,Could take on more leadership responsibilities,Recommend with Reservations,Q3 2025,2026-03-20 07:00:05.507,"Excellent communicator with strong client rapport, always keeps stakeholders well-informed"
382,1070,Real-time Analytics,DataFirst LLC,Vikash Mehta,Senior Architect,2025-01-14,Peer Review,4.5,3.0,3.4,3.6,3.3,Proactive and self-driven with great initiative,Could take on more leadership responsibilities,Recommend,Q1 2025,2026-03-20 07:00:05.507,"Demonstrates strong leadership qualities, proactively identifies risks and mitigates them early"
383,1304,Data Warehouse Redesign,FinServ Global,Manoj Gupta,Engineering Manager,2025-05-30,Quarterly Review,4.4,3.1,4.0,4.2,3.3,Strong leadership and mentoring capabilities,Needs to improve estimation accuracy,Needs Improvement,Q3 2025,2026-03-20 07:00:05.507,"Remarkable problem solver with a can-do attitude, handles ambiguity with confidence"
384,1304,Data Governance Setup,RetailMax,Sanjay Reddy,Practice Head,2025-09-07,Annual Appraisal,4.7,4.5,3.9,2.6,4.8,Strong technical skills and problem-solving ability,Needs to upskill on newer technologies,Needs Improvement,Q3 2025,2026-03-20 07:00:05.507,"Highly reliable and detail-oriented, delivers production-quality code with minimal reviews needed"
385,1147,Snowflake Migration,FinServ Global,Sanjay Reddy,Practice Head,2025-09-11,Annual Appraisal,4.2,4.5,4.8,3.2,3.1,Consistent delivery and attention to detail,Needs to improve documentation practices,Strongly Recommend,Q3 2025,2026-03-20 07:00:05.507,"Brings positive energy to the team, fosters collaboration and healthy team dynamics"
387,1147,ML Pipeline,RetailMax,Rajiv Kapoor,Delivery Manager,2025-10-01,Annual Appraisal,4.6,2.9,3.8,4.5,3.6,Strong technical skills and problem-solving ability,Needs to upskill on newer technologies,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Strong advocate for best practices and code quality, raises the bar for the entire project"
393,1176,Platform Upgrade,FinServ Global,Manoj Gupta,Engineering Manager,2025-11-03,Annual Appraisal,4.7,4.1,3.2,2.6,4.2,Strong technical skills and problem-solving ability,Needs to improve estimation accuracy,Recommend,Q4 2025,2026-03-20 07:00:05.507,"Excellent communicator with strong client rapport, always keeps stakeholders well-informed"
394,1306,Cost Optimization,FinServ Global,Deepa Iyer,Team Lead,2025-03-02,Mid-Year Review,5.0,4.9,2.7,5.0,3.5,Quick learner with adaptable mindset,Needs to upskill on newer technologies,Needs Improvement,Q3 2025,2026-03-20 07:00:05.507,"Exceptional technical depth combined with great mentoring ability, uplifts the entire team"
414,1225,Snowflake Migration,CloudScale,Sanjay Reddy,Practice Head,2025-09-13,Peer Review,4.8,5.0,2.5,3.9,3.9,Strong technical skills and problem-solving ability,Needs to improve estimation accuracy,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Impressive domain expertise, consistently shares knowledge and creates reusable artifacts"
21,1466,Cost Optimization,MediaStream,Sanjay Reddy,Practice Head,2025-06-11,Quarterly Review,4.9,3.5,3.6,2.5,4.6,Great team player with collaborative approach,Presentation skills need enhancement,Strongly Recommend,Q1 2025,2026-03-20 07:00:05.507,"Brings positive energy to the team, fosters collaboration and healthy team dynamics"
36,1288,Platform Upgrade,Acme Corp,Manoj Gupta,Engineering Manager,2026-02-20,Annual Appraisal,5.0,3.0,3.3,4.0,2.7,Strong leadership and mentoring capabilities,Could be more proactive in knowledge sharing,Strongly Recommend,Q1 2026,2026-03-20 07:00:05.507,"Impressive domain expertise, consistently shares knowledge and creates reusable artifacts"
47,1288,Real-time Analytics,RetailMax,Manoj Gupta,Engineering Manager,2024-12-18,Client Feedback,4.4,4.5,2.9,4.7,4.9,Strong leadership and mentoring capabilities,Should focus on cross-functional collaboration,Recommend,Q4 2025,2026-03-20 07:00:05.507,"Remarkable problem solver with a can-do attitude, handles ambiguity with confidence"
443,1474,Security Audit,RetailMax,Deepa Iyer,Team Lead,2025-10-15,Project Completion,4.7,4.3,5.0,2.9,4.2,Great team player with collaborative approach,Needs to improve documentation practices,Recommend with Reservations,Q1 2026,2026-03-20 07:00:05.507,"Strong advocate for best practices and code quality, raises the bar for the entire project"
448,1474,ML Pipeline,DataFirst LLC,Anita Pillai,HR Business Partner,2025-10-22,Quarterly Review,4.7,4.2,4.7,4.1,3.5,Proactive and self-driven with great initiative,Time management could be improved,Recommend,Q4 2025,2026-03-20 07:00:05.507,"Outstanding performer, consistently exceeds expectations and drives innovation in the team"
452,1150,Data Warehouse Redesign,MediaStream,Arun Nair,Client Manager,2025-01-19,Client Feedback,4.4,4.6,5.0,3.4,2.6,Strong technical skills and problem-solving ability,Could be more proactive in knowledge sharing,Strongly Recommend,Q2 2025,2026-03-20 07:00:05.507,"Demonstrates strong leadership qualities, proactively identifies risks and mitigates them early"
454,1150,Cloud Migration,DataFirst LLC,Kavitha Rao,Scrum Master,2026-01-10,Quarterly Review,4.7,4.1,4.2,3.0,4.3,Great team player with collaborative approach,Should focus on cross-functional collaboration,Needs Improvement,Q4 2025,2026-03-20 07:00:05.507,"Highly reliable and detail-oriented, delivers production-quality code with minimal reviews needed"
455,1150,Dashboard Development,CloudScale,Kavitha Rao,Scrum Master,2025-12-13,Project Completion,4.4,2.9,2.7,3.6,4.7,Proactive and self-driven with great initiative,Needs to improve estimation accuracy,Strongly Recommend,Q3 2025,2026-03-20 07:00:05.507,"Brings positive energy to the team, fosters collaboration and healthy team dynamics"
461,1092,Cloud Migration,RetailMax,Deepa Iyer,Team Lead,2025-12-31,Client Feedback,4.9,4.4,2.5,4.0,3.3,Strong leadership and mentoring capabilities,Needs to upskill on newer technologies,Strongly Recommend,Q4 2025,2026-03-20 07:00:05.507,"Proactive in identifying automation opportunities, saved significant manual effort on the project"
462,1092,Platform Upgrade,HealthTech Solutions,Priya Sharma,Project Manager,2026-01-12,Client Feedback,4.2,3.8,4.1,4.7,4.0,Strong technical skills and problem-solving ability,Needs to improve estimation accuracy,Recommend with Reservations,Q4 2025,2026-03-20 07:00:05.507,"Outstanding performer, consistently exceeds expectations and drives innovation in the team"
466,1251,Security Audit,DataFirst LLC,Anita Pillai,HR Business Partner,2025-04-04,Quarterly Review,4.1,4.9,2.5,3.8,4.2,Strong technical skills and problem-solving ability,Should focus on cross-functional collaboration,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Demonstrates strong leadership qualities, proactively identifies risks and mitigates them early"
467,1251,POC Development,TechNova Inc,Rajiv Kapoor,Delivery Manager,2025-04-12,Client Feedback,4.1,2.7,3.4,3.1,4.0,Quick learner with adaptable mindset,Presentation skills need enhancement,Recommend with Reservations,Q2 2025,2026-03-20 07:00:05.507,"Remarkable problem solver with a can-do attitude, handles ambiguity with confidence"
468,1292,Data Lake Build,EnergyOne,Sanjay Reddy,Practice Head,2025-07-24,Mid-Year Review,4.5,3.2,4.1,3.4,3.2,Quick learner with adaptable mindset,Could take on more leadership responsibilities,Needs Improvement,Q1 2026,2026-03-20 07:00:05.507,"Highly reliable and detail-oriented, delivers production-quality code with minimal reviews needed"
469,1292,Snowflake Migration,InsurePro,Sanjay Reddy,Practice Head,2025-01-28,Peer Review,4.9,4.9,2.5,4.7,3.1,Consistent delivery and attention to detail,Time management could be improved,Needs Improvement,Q2 2025,2026-03-20 07:00:05.507,"Brings positive energy to the team, fosters collaboration and healthy team dynamics"
